cod6;nome;Esperança de vida ao nascer 2010;Mortalidade infantil 2010;Mortalidade até 5 anos de idade 2010;IDHM 2010;Taxa de envelhecimento 2010;População em domicílios vulneráveis e com idoso 2010;Renda per capita 2010
420800;Itá;77.73;10;11.78;0.771;8.51;18;836.69
420810;Itaiópolis;75.17;13.3;15.61;0.708;7.41;427;625.36
420820;Itajaí;78.02;10.2;11.45;0.795;5.77;1670;1014
420830;Itapema;77.86;9.9;11.59;0.796;6.15;301;1078.48
420845;Itapoá;77.41;10.4;12.22;0.761;8.89;279;793.24
420850;Ituporanga;77.58;10.2;11.98;0.748;6.94;363;844.05
420860;Jaborá;73.06;16.5;19.27;0.732;10.89;53;831.84
420870;Jacinto Machado;74.06;14.9;17.48;0.716;9.08;152;655.7
420880;Jaguaruna;74.8;13.8;16.22;0.721;9.03;183;701.05
420890;Jaraguá do Sul;76.92;10.21;12.03;0.803;5.15;413;1111.85
420910;Joinville;78.34;9.32;10.97;0.809;5.65;3811;1126.74
420915;José Boiteux;75.44;13;15.18;0.694;8.68;189;580.97
420917;Jupiá;76.71;11.3;13.23;0.719;9.87;139;654
420920;Lacerdópolis;77.97;9.8;11.44;0.781;12.01;12;925.08
420930;Lages;77.04;10.71;12.62;0.77;7.71;4137;878.34
420940;Laguna;77.27;10.6;12.42;0.752;9.54;1020;684.42
420945;Lajeado Grande;76.45;11.6;13.62;0.771;10.34;5;850.34
420950;Laurentino;76.28;11.8;13.88;0.749;6.86;16;810.58
420960;Lauro Muller;74.32;14.6;17.04;0.735;7.25;129;678.67
420970;Lebon Régis;73.38;16;18.7;0.649;6.25;608;409.05
420980;Leoberto Leal;74.06;14.9;17.48;0.686;8.59;77;800.32
420985;Lindóia do Sul;76.89;11.1;12.96;0.743;10.21;92;836.32
420990;Lontras;74.2;14.7;17.25;0.704;8.18;127;773.05
421000;Luiz Alves;77.17;10.7;12.57;0.737;6.51;122;937.32
421003;Luzerna;77.59;10.2;11.98;0.789;11.86;34;1030.37
421005;Macieira;73.38;16;18.7;0.662;7.94;82;533.9
421010;Mafra;77.82;10;11.66;0.777;7.56;759;789.53
421020;Major Gercino;74.06;14.9;17.48;0.698;10.03;47;789.61
421030;Major Vieira;74.01;15;17.58;0.69;7.49;236;465.76
421040;Maracajá;76.63;11.4;13.35;0.768;6.65;27;861.85
421055;Marema;76.7;11.3;13.25;0.743;10.62;3;840.58
421070;Matos Costa;74.83;13.8;16.18;0.657;6.69;135;402.83
421080;Meleiro;73.5;15.8;18.47;0.738;8.6;82;768.23
421085;Mirim Doce;74.23;14.7;17.18;0.708;8.52;90;560.66
421090;Modelo;78.17;9.5;11.17;0.76;9.69;23;858.23
421100;Mondaí;77.52;10.3;12.07;0.748;7.36;132;741.84
421105;Monte Carlo;73.23;16.2;18.97;0.643;5.61;239;449.82
421125;Morro Grande;75.8;12.5;14.61;0.701;7.75;61;809.37
421130;Navegantes;77.37;10.5;12.28;0.736;5.68;594;756.39
421140;Nova Erechim;76.03;12.2;14.26;0.765;7.91;8;944.83
421145;Nova Itaberaba;77.54;10.3;12.04;0.736;7.85;98;868.83
421150;Nova Trento;78.43;9.2;10.83;0.748;8.48;80;847.77
421160;Nova Veneza;75.24;12.8;15.19;0.718;7.68;169;521.4
421160;Nova Veneza;77.14;10.8;12.61;0.768;7.02;30;805.79
421170;Orleans;77.35;10.5;12.31;0.755;7.22;439;844.35
421175;Otacílio Costa;75.12;13.4;15.7;0.74;6.35;198;677.67
421180;Ouro;78.06;9.7;11.33;0.774;9.5;23;987.45
421187;Paial;75.84;12.4;14.55;0.718;9.08;72;644.16
421189;Painel;73.45;15.9;18.57;0.664;9.9;67;511.7
421200;Palma Sola;73.01;16.6;19.38;0.704;7.26;203;623.64
421210;Palmitos;75.13;13.4;15.68;0.737;10.22;238;887.5
421220;Papanduva;75.17;13.3;15.61;0.704;6.99;482;589.35
421225;Passo de Torres;77.13;10.8;12.62;0.72;6.9;87;602.85
421227;Passos Maia;73.46;15.8;18.54;0.659;6.53;147;450.78
421230;Paulo Lopes;76.91;11;12.94;0.716;8.55;102;650.58
421240;Pedras Grandes;77.18;10.7;12.55;0.728;10.35;28;683.36
421250;Penha;77.02;10.9;12.78;0.743;7.92;519;793.53
421260;Peritiba;77.9;9.8;11.55;0.766;12.82;38;918.86
421300;Pinheiro Preto;76.95;11;12.89;0.777;8.04;0;917.64
421310;Piratuba;74.72;14;16.36;0.758;10.8;54;779.57
421315;Planalto Alegre;77.87;9.9;11.59;0.751;9.53;106;754.11
421320;Pomerode;78.14;9.6;11.22;0.78;8.29;80;1022.91
421330;Ponte Alta;73.23;16.2;18.97;0.673;8.28;109;503.47
421335;Ponte Alta do Norte;74.12;14.8;17.38;0.689;6.99;152;490.45
421340;Ponte Serrada;72.4;17.6;20.53;0.693;6.7;269;586.05
421350;Porto Belo;78.14;9.6;11.22;0.76;6.85;157;850.99
421360;Porto União;78.43;9.2;10.83;0.786;8.54;602;864.41
421370;Pouso Redondo;76.41;11.7;13.67;0.72;7.27;82;742.15
421390;Presidente Castello Branco;78;9.7;11.41;0.77;10.78;4;1255.85
421400;Presidente Getúlio;77.44;10.4;12.18;0.759;8.62;95;928.86
421410;Presidente Nereu;76.64;11.4;13.34;0.737;9.76;24;934.37
421415;Princesa;74.17;14.8;17.29;0.706;8.85;38;626.1
421420;Quilombo;74.93;13.7;16;0.73;8.84;74;672.58
421430;Rancho Queimado;78.59;9.1;10.62;0.753;8.77;4;813.8
421440;Rio das Antas;74.2;14.7;17.25;0.697;9.16;17;737.53
421450;Rio do Campo;73.18;16.3;19.06;0.729;7.46;64;803.46
421460;Rio do Oeste;78.52;9.1;10.71;0.754;8.27;94;957.34
421470;Rio dos Cedros;74.61;14.1;16.54;0.729;10.68;77;795.95
421480;Rio do Sul;78.61;9;10.6;0.802;7.33;768;1114.31
421490;Rio Fortuna;75.98;12.2;14.34;0.806;9.56;16;1570.51
421500;Rio Negrinho;75.89;12.4;14.47;0.738;5.74;791;664.58
421505;Rio Rufino;73.34;16;18.76;0.653;7.39;149;463.38
421507;Riqueza;74.79;13.9;16.24;0.714;9.94;79;629.81
421510;Rodeio;78.34;9.3;10.95;0.754;9.29;108;958.15
421520;Romelândia;73.01;16.6;19.38;0.692;10.52;85;791.78
421530;Salete;73.18;16.3;19.06;0.744;6.84;126;784.32
421540;Salto Veloso;77.82;9.9;11.65;0.784;7.07;50;1011.21
421545;Sangão;76.16;12;14.06;0.7;4.75;46;730.38
421565;Santa Rosa do Sul;73.38;16;18.69;0.705;7.82;21;630.29
421568;Santa Terezinha do Progresso;72.45;17.5;20.44;0.682;9.94;176;572.73
421569;Santiago do Sul;73.68;15.5;18.15;0.728;9.22;47;756
421570;Santo Amaro da Imperatriz;78.4;9.3;10.86;0.781;7.08;113;867.13
421575;São Bernardino;74.34;14.5;17;0.677;8.11;75;465.1
421580;São Bento do Sul;77.25;10.6;12.45;0.782;5.55;644;923.29
421590;São Bonifácio;76.61;11.4;13.38;0.731;13.33;73;745.72
421605;São Cristovão do Sul;73.74;15.4;18.05;0.665;5.73;222;507.73
421620;São Francisco do Sul;76.35;11.8;13.78;0.762;7.73;598;801.49
421625;São João do Oeste;77.35;10.5;12.31;0.761;10.04;11;881.09
421635;São João do Itaperiú;77.37;10.5;12.28;0.738;7.98;10;680.25
421640;São João do Sul;75.39;13;15.25;0.695;8.54;72;558.4
421650;São Joaquim;74.01;15;17.56;0.687;7.83;646;641.75
421660;São José;77.81;10;11.67;0.809;5.9;1182;1157.43
421670;São José do Cedro;74.79;13.9;16.24;0.731;9.33;250;866.73
421680;São José do Cerrito;74.61;14.1;16.54;0.636;10.59;592;375.44
421700;São Ludgero;75.01;13.6;15.89;0.755;4.96;11;884.18
421710;São Martinho;74.78;13.1;15.24;0.726;12.96;106;771.81
421710;São Martinho;74.8;13.8;16.22;0.742;11.09;26;870.77
421715;São Miguel da Boa Vista;72.67;17.1;20.01;0.71;11.76;33;767.85
421720;São Miguel do Oeste;78.06;9.7;11.33;0.801;8.06;421;1072.6
421725;São Pedro de Alcântara;75.77;12.5;14.66;0.734;9.76;28;887.7
421730;Saudades;75.97;12.2;14.35;0.755;7.85;71;719.94
421740;Schroeder;76.27;11.8;13.88;0.769;5.3;109;852.5
421750;Seara;77.32;10.5;12.35;0.779;7.88;130;1188.18
421755;Serra Alta;77.72;10.1;11.8;0.773;9.68;25;893.35
421760;Siderópolis;77.81;10;11.67;0.774;7.82;115;855.02
421770;Sombrio;76.49;11.6;13.57;0.728;6.65;276;746.69
421775;Sul Brasil;74.89;13.7;16.08;0.707;9.26;31;674.87
421780;Taió;77.71;10.1;11.81;0.761;8.4;104;848.34
421795;Tigrinhos;75.76;12.5;14.67;0.717;10.81;21;579.87
421800;Tijucas;77.39;10.5;12.25;0.76;6.61;244;835.48
421810;Timbé do Sul;76.33;11.8;13.81;0.72;8.57;119;709.63
421820;Timbó;76.36;11.7;13.76;0.784;7.75;214;1214.03
421825;Timbó Grande;72.88;16.8;19.61;0.659;4.49;213;412.31
421835;Treviso;77.94;9.8;11.48;0.774;8.96;4;784.39
421840;Treze de Maio;77.83;9.9;11.64;0.729;8.22;8;746.89
421850;Treze Tílias;77.43;10.4;12.19;0.795;7.19;22;1471.95
421860;Trombudo Central;77.77;10;11.73;0.775;8.67;62;905.3
421870;Tubarão;76.96;11;12.87;0.796;7.91;867;1077.62
421875;Tunápolis;74.79;13.9;16.24;0.752;9.56;88;742.67
421885;União do Oeste;74.37;14.5;16.96;0.705;10.82;28;634.81
421890;Urubici;74.4;14.4;16.89;0.694;8.01;271;713.25
421895;Urupema;74.4;14.4;16.89;0.699;9.31;82;508.79
421900;Urussanga;77.54;10.3;12.04;0.772;9.21;124;883.42
421910;Vargeão;74.59;14.2;16.57;0.686;8.38;74;655.53
421920;Vidal Ramos;73.1;16.4;19.2;0.7;7.15;41;744.1
421930;Videira;76.42;11.7;13.66;0.764;6.35;560;978.07
421935;Vitor Meireles;75.44;13;15.18;0.673;7.14;57;599.02
421940;Witmarsum;77.18;10.7;12.54;0.71;7.86;31;796.45
421960;Xavantina;76.63;11.4;13.36;0.749;9.44;48;973.81
421970;Xaxim;77.23;10.6;12.48;0.752;7.2;636;783.29
421985;Zortéa;78.07;9.6;11.31;0.761;7.59;9;861.63
430003;Aceguá;76.14;12;14.09;0.687;8.99;157;633.63
430005;Água Santa;76;11.4;13.36;0.75;9.35;21;1491.17
430010;Agudo;75.84;12.4;14.55;0.694;11.03;530;861.06
430020;Ajuricaba;75.98;12.2;14.33;0.753;13.4;142;925.7
430030;Alecrim;76.13;11.3;13.18;0.672;14.79;202;561.62
430040;Alegrete;75.93;11.5;13.47;0.74;10.68;2994;705.29
430045;Alegria;74.07;14;16.4;0.695;13.95;133;692.76
430047;Almirante Tamandaré do Sul;74.67;13.2;15.4;0.74;11.32;39;760.16
430050;Alpestre;72.69;16.1;18.79;0.671;11.62;214;625.11
430057;Alto Feliz;78.14;8.9;10.42;0.734;13.75;10;802.2
430063;Amaral Ferrador;73.13;15.4;17.99;0.624;8.75;115;499.77
430064;Ametista do Sul;73.54;14.8;17.28;0.682;7.48;100;611.2
430066;André da Rocha;75.19;13.3;15.58;0.72;12.25;40;792.19
430070;Anta Gorda;77.08;10.1;11.83;0.74;14.03;46;810.41
430080;Antônio Prado;75.07;13.5;15.78;0.758;11.31;11;1004.85
430085;Arambaré;74.98;12.8;14.92;0.691;13.08;143;599.72
430087;Araricá;74.41;13.6;15.83;0.679;6.76;101;609.69
430090;Aratiba;76.38;11.7;13.73;0.772;13.42;136;1171.7
430100;Arroio do Meio;76.62;11.4;13.36;0.769;10.03;13;850.06
430105;Arroio do Sal;75.61;12;13.95;0.74;11.67;128;800.4
430107;Arroio do Padre;76.59;10.7;12.51;0.669;12.42;186;883.18
430110;Arroio dos Ratos;74.98;12.8;14.91;0.698;9.82;362;623.54
430120;Arroio do Tigre;75.9;11.6;13.52;0.707;7.94;56;654.51
430130;Arroio Grande;73.43;15;17.47;0.657;10.47;749;528.13
430140;Arvorezinha;74.04;14.1;16.44;0.694;9.98;66;675.18
430150;Augusto Pestana;75.84;12.4;14.55;0.743;13.88;37;1016.34
430155;Áurea;75.48;12.1;14.15;0.707;13.42;31;686.1
430160;Bagé;75.86;11.57;13.6;0.74;10.2;4071;795.56
430163;Balneário Pinhal;75.17;12.5;14.62;0.696;11.89;346;662.85
430165;Barão;75.14;13.4;15.66;0.748;10.54;30;947.28
430170;Barão de Cotegipe;75.49;12.1;14.13;0.719;12.07;23;823.2
430175;Barão do Triunfo;74.28;13.7;16.04;0.61;7.77;187;441.81
430185;Barra do Guarita;75.68;11.8;13.84;0.734;9.26;78;609.31
430187;Barra do Quaraí;73.13;15.4;17.99;0.662;5.93;200;483.29
430190;Barra do Ribeiro;74.32;13.7;15.98;0.67;10.56;373;589.16
430192;Barra do Rio Azul;75.5;12.1;14.11;0.723;12.48;33;634.55
430195;Barra Funda;76.36;11;12.84;0.763;8.62;3;757.01
430200;Barros Cassal;72.71;16.1;18.75;0.65;8.59;148;587.45
430205;Benjamin Constant do Sul;73.03;15.6;18.17;0.619;9.06;126;336.44
430215;Boa Vista das Missões;74.5;13.4;15.68;0.676;9.22;41;505.89
430220;Boa Vista do Buricá;75.02;13.5;15.85;0.762;10.69;21;909.95
430222;Boa Vista do Cadeado;76.04;11.4;13.3;0.703;9.42;45;594.94
430223;Boa Vista do Incra;77.02;10.2;11.91;0.731;9.11;85;633.52
430225;Boa Vista do Sul;76.11;11.3;13.21;0.728;15.13;20;964.35
430235;Bom Princípio;75.18;13.3;15.61;0.746;7.31;87;855.42
430237;Bom Progresso;75.42;12.2;14.23;0.723;10.82;79;623.82
430240;Bom Retiro do Sul;76.39;11;12.79;0.739;9.35;99;728.62
430245;Boqueirão do Leão;75.59;12;13.98;0.7;7.73;68;726.61
430250;Bossoroca;74.24;13.8;16.1;0.692;10.76;286;502.18
430258;Bozano;76.18;12;14.02;0.745;15.23;8;982.06
430260;Braga;74.81;13;15.18;0.674;10.7;104;475.39
430265;Brochier;76.06;11.4;13.28;0.699;14.52;63;720.21
430270;Butiá;75.85;11.6;13.59;0.689;9.12;902;590.45
430290;Cacequi;73.39;15;17.54;0.7;10.96;616;550.88
430300;Cachoeira do Sul;76.22;8.49;9.98;0.742;12.09;2438;793.67
430320;Cacique Doble;73.57;14.8;17.24;0.662;10.78;270;539.67
430330;Caibaté;76.39;11;12.8;0.719;12.09;36;659.58
430350;Camaquã;74.14;14;16.28;0.697;9.36;1199;686.36
430355;Camargo;76.25;11.9;13.92;0.736;12.65;16;916.32
430360;Cambará do Sul;75.25;12.4;14.5;0.697;7.81;171;643.45
430367;Campestre da Serra;78.13;8.9;10.44;0.706;11.12;0;675.91
430370;Campina das Missões;75.91;11.6;13.5;0.738;13.01;74;615.85
430380;Campinas do Sul;75.49;12.1;14.13;0.76;13.11;53;869.1
430390;Campo Bom;76.11;11.3;13.2;0.745;6.31;375;879.65
430400;Campo Novo;76.94;10.3;12.03;0.703;10.48;199;539.04
430410;Campos Borges;74.16;13.9;16.24;0.708;10.85;78;637.46
430420;Candelária;75.49;12.1;14.12;0.674;10.91;558;620.92
430430;Cândido Godói;76.17;11.2;13.12;0.728;12.43;89;706.19
430435;Candiota;76.57;10.7;12.54;0.698;4.97;175;638.77
430440;Canela;75.92;12.3;14.43;0.748;6.75;493;787.78
430460;Canoas;76.83;10.62;12.07;0.75;7.49;4686;952.13
430461;Canudos do Vale;75.38;13;15.28;0.713;12.67;10;854.58
430462;Capão Bonito do Sul;71.73;17.7;20.59;0.637;11.57;95;468.49
430463;Capão da Canoa;76.11;12.1;14.13;0.743;6.79;649;884.47
430465;Capão do Cipó;76.61;11.4;13.39;0.672;7.99;110;426.09
430466;Capão do Leão;73.81;14.4;16.82;0.637;7.56;880;493.36
430467;Capivari do Sul;75.17;12.5;14.62;0.766;7.33;72;1196.47
430468;Capela de Santana;73.93;14.2;16.62;0.661;7.72;223;533.88
430469;Capitão;75.49;12.9;15.1;0.746;11.49;18;835.57
430470;Carazinho;75.42;12.2;14.23;0.766;9.74;949;881.73
430471;Caraá;74.79;13;15.21;0.652;14.4;205;490.65
430480;Carlos Barbosa;75.07;13.5;15.78;0.796;8.35;133;1446.56
430485;Carlos Gomes;78.14;8.9;10.42;0.739;12.57;30;761.35
430490;Casca;75.81;11.7;13.65;0.785;11.15;171;1011.38
430495;Caseiros;74.99;12.8;14.91;0.703;10.97;67;606.99
430500;Catuípe;75.52;12.1;14.08;0.739;13.75;275;920.96
430510;Caxias do Sul;76.58;11.19;12.62;0.782;7.07;2935;1253.93
430512;Cerrito;74.41;13.6;15.83;0.649;13.48;171;476.66
430513;Cerro Branco;73.93;14.2;16.62;0.661;12.57;63;519.95
430515;Cerro Grande;73.19;15.3;17.9;0.674;11.09;81;538.45
430517;Cerro Grande do Sul;76.28;11.1;12.95;0.66;7.4;169;527.88
430520;Cerro Largo;75.91;11.6;13.5;0.764;11.4;386;862.05
430530;Chapada;75.95;11.5;13.43;0.757;12.38;59;860.15
430535;Charqueadas;77.22;10;11.64;0.747;6.82;430;734.59
430537;Charrua;78.12;8.9;10.45;0.62;10;180;618.89
430540;Chiapetta;75.98;12.2;14.33;0.732;10.51;66;632.18
430543;Chuí;72.52;16.4;19.11;0.706;8.1;197;535.86
430544;Chuvisca;74.1;14;16.35;0.616;7.79;159;471.66
430545;Cidreira;75.89;12.4;14.47;0.729;12.38;190;750.55
430550;Ciríaco;76.31;11.1;12.92;0.719;12.11;72;725.12
430570;Condor;76.1;11.3;13.21;0.747;10.09;124;777.62
430580;Constantina;78.12;8.9;10.45;0.754;10.73;324;732.39
430583;Coqueiro Baixo;78.14;8.9;10.42;0.692;20.42;76;634.31
430585;Coqueiros do Sul;75.42;12.2;14.23;0.746;13.63;20;1208.56
430587;Coronel Barros;76.11;11.3;13.2;0.744;15.58;6;1112.14
430590;Coronel Bicaco;73.19;15.3;17.9;0.665;10.14;487;509.04
430593;Coronel Pilar;75.07;13.5;15.78;0.727;16.23;39;942.36
430595;Cotiporã;75.07;13.5;15.78;0.741;16.47;54;943.48
430597;Coxilha;76.93;10.3;12.03;0.706;7.82;73;596.9
430600;Crissiumal;75.11;12.6;14.72;0.712;13.09;375;630.54
430605;Cristal;74.57;13.3;15.56;0.644;10.29;240;575.45
430607;Cristal do Sul;74.56;13.4;15.58;0.66;11.39;83;430.67
430610;Cruz Alta;76.49;11.6;13.56;0.75;9.88;1531;871.81
430613;Cruzaltense;75.92;11.5;13.48;0.719;13.17;68;723.18
430630;David Canabarro;77.2;10;11.66;0.762;10.06;84;798.91
430632;Derrubadas;75.74;11.8;13.75;0.707;10.72;186;497.31
430635;Dezesseis de Novembro;73.55;14.8;17.27;0.654;14.34;244;391.3
430637;Dilermando de Aguiar;76.85;10.4;12.14;0.648;13.67;78;553.74
430640;Dois Irmãos;75.87;12.4;14.5;0.743;5.64;70;921.37
430642;Dois Irmãos das Missões;72.81;15.9;18.57;0.67;8.81;102;446.59
430645;Dois Lajeados;75.19;13.3;15.58;0.757;13.97;20;992.68
430650;Dom Feliciano;74.1;14;16.35;0.587;9.45;614;409.72
430655;Dom Pedro de Alcântara;74.21;13.8;16.15;0.691;12.9;65;611.05
430660;Dom Pedrito;75.88;11.6;13.54;0.708;10.85;1326;686.15
430670;Dona Francisca;74.84;13;15.13;0.697;12.58;19;698.57
430673;Doutor Maurício Cardoso;75.41;12.2;14.24;0.706;14.87;149;652.63
430675;Doutor Ricardo;76.3;11.1;12.93;0.724;14.53;8;843.35
430676;Eldorado do Sul;75.66;11.9;13.87;0.717;6.08;648;692
430680;Encantado;76.5;11.6;13.54;0.767;10.84;259;931.47
430690;Encruzilhada do Sul;77.5;9.6;11.26;0.657;11.1;786;539
430692;Engenho Velho;74.23;13.8;16.12;0.717;9.69;56;775.44
430693;Entre-Ijuís;74.74;13.1;15.3;0.68;11.96;249;594.67
430695;Entre Rios do Sul;76.4;11;12.78;0.703;13.7;12;657.86
430697;Erebango;75.24;12.4;14.5;0.712;10.47;51;583.76
430700;Erechim;74.95;12.8;14.97;0.776;8.6;929;1038.39
430705;Ernestina;76.25;11.1;13;0.716;11.76;27;634.28
430710;Herval;75.59;12;13.98;0.687;11.82;269;752.24
430720;Erval Grande;78.12;9;10.45;0.681;11.1;109;677.58
430730;Erval Seco;74.28;13.8;16.05;0.685;10.78;290;505.57
430740;Esmeralda;74.64;13.2;15.46;0.68;12.25;106;514.34
430750;Espumoso;78.04;9.7;11.35;0.765;10.44;284;834.66
430760;Estância Velha;78.23;9.5;11.1;0.757;5.81;294;848.45
430770;Esteio;75.57;12;14.01;0.754;7.83;742;955.86
430780;Estrela;75.97;12.2;14.35;0.767;9.61;311;1002.78
430781;Estrela Velha;72.5;16.4;19.14;0.679;7.69;89;650.28
430786;Fagundes Varela;76.14;11.3;13.16;0.763;14.5;26;981.99
430790;Farroupilha;76.68;11.3;13.27;0.777;7.14;436;1045.05
430800;Faxinal do Soturno;76.21;11.2;13.06;0.72;12.68;186;760.86
430805;Faxinalzinho;73.03;15.6;18.17;0.666;11.8;89;445.67
430807;Fazenda Vilanova;75.45;12.2;14.19;0.698;9.3;17;734.82
430810;Feliz;75.8;12.5;14.61;0.75;9.5;0;897.05
430820;Flores da Cunha;75.95;11.5;13.44;0.754;8.38;45;1062.06
430825;Floriano Peixoto;76.23;11.2;13.03;0.663;13.83;40;626.67
430830;Fontoura Xavier;73.69;14.6;17.03;0.661;8.27;442;511.46
430840;Formigueiro;75.3;12.4;14.42;0.682;14.57;291;586.75
430843;Forquetinha;78.13;8.9;10.43;0.683;15.89;25;812.72
430845;Fortaleza dos Valos;75.23;12.4;14.52;0.756;9.86;195;1021.84
430850;Frederico Westphalen;75.76;12.5;14.68;0.76;8.45;501;875.03
430860;Garibaldi;76.35;11;12.86;0.786;9.26;72;1355.37
430865;Garruchos;74.96;12.8;14.94;0.671;9.8;190;476.17
430870;Gaurama;76.09;12.1;14.17;0.738;14.12;11;765.58
430880;General Câmara;74.92;12.8;15;0.686;12.11;365;640.45
430885;Gentil;76.76;10.5;12.28;0.733;10.61;28;662.04
430890;Getúlio Vargas;75.55;12.8;15.01;0.746;11.77;308;837.17
430900;Giruá;75.52;12.1;14.08;0.721;11.39;471;653.18
430905;Glorinha;76.54;10.8;12.58;0.714;10.8;133;686.99
430910;Gramado;76.64;10.6;12.44;0.764;8.14;119;1045.52
430912;Gramado dos Loureiros;74.91;12.9;15.03;0.685;10.05;68;491.1
430915;Gramado Xavier;72.5;16.4;19.14;0.634;6.95;85;552.44
430920;Gravataí;76.74;11.3;12.75;0.736;6.61;3874;737.29
430925;Guabiju;76.4;11.7;13.69;0.758;14.58;5;1408.71
430930;Guaíba;74.99;12.8;14.89;0.73;7.24;1363;758.83
430940;Guaporé;75.22;12.5;14.55;0.765;9.49;79;1035.41
430950;Guarani das Missões;76.75;10.5;12.29;0.737;11.88;205;615.87
430955;Harmonia;75.47;12.9;15.13;0.749;10.48;5;840.55
430957;Herveiras;72.5;16.4;19.14;0.616;8.6;47;516.11
430960;Horizontina;76.47;10.9;12.68;0.783;9.95;51;1037.04
430965;Hulha Negra;72.75;16;18.68;0.643;7.3;212;465.17
430975;Ibarama;72.5;16.4;19.14;0.652;8.56;87;572.6
430990;Ibiraiaras;75.09;12.6;14.75;0.724;10.22;58;795
430995;Ibirapuitã;74.66;13.2;15.43;0.638;11.6;182;544.81
431000;Ibirubá;75.88;11.6;13.54;0.765;11.1;317;1062.3
431010;Igrejinha;77.53;9.6;11.21;0.721;6.26;193;848.23
431020;Ijuí;76.48;10.8;12.67;0.781;10.17;1697;1066.65
431030;Ilópolis;76.94;11;12.9;0.73;11.53;0;884.57
431033;Imbé;75.82;11.7;13.63;0.764;10.19;429;1359.66
431036;Imigrante;75.61;12.7;14.91;0.743;17.6;12;928
431041;Inhacorá;73.43;15;17.47;0.673;10.41;38;448.48
431046;Ipiranga do Sul;76.94;10.3;12.03;0.791;14.09;39;1301.23
431050;Iraí;74.12;14;16.31;0.691;11.85;464;564.49
431053;Itaara;75.46;12.1;14.17;0.76;9.28;92;913.96
431055;Itacurubi;73.25;15.2;17.78;0.657;11.16;156;593.23
431057;Itapuca;75.02;12.7;14.86;0.664;10.49;0;660.33
431060;Itaqui;75.6;12;13.96;0.713;7.22;1614;576.71
431065;Itati;74.61;13.3;15.51;0.669;13;39;592.8
431070;Itatiba do Sul;73.03;15.6;18.17;0.681;11.36;122;607.67
431075;Ivorá;78.13;8.9;10.43;0.724;13.96;34;670.27
431080;Ivoti;75.88;11.6;13.55;0.784;6.84;105;1025.02
431085;Jaboticaba;74.2;13.9;16.17;0.658;10.52;228;419.41
431087;Jacuizinho;73.99;14.2;16.52;0.662;9.77;134;750.68
431100;Jaguarão;74.89;12.9;15.06;0.707;11.88;944;616.82
431110;Jaguari;76.93;10.3;12.03;0.712;14.9;330;772.25
431112;Jaquirana;71.73;17.7;20.59;0.614;9.53;157;392.53
431113;Jari;75.14;12.6;14.66;0.631;10.35;154;418.18
431115;Jóia;75.48;12.1;14.14;0.686;9.89;184;521.7
431120;Júlio de Castilhos;74.96;12.8;14.95;0.716;9.68;715;765.91
431123;Lagoa Bonita do Sul;73.05;15.6;18.15;0.67;9.84;8;608.88
431125;Lagoão;74.34;13.6;15.94;0.643;8.94;100;432.78
431130;Lagoa Vermelha;78.1;9.6;11.27;0.738;10.27;561;771.47
431142;Lajeado do Bugre;74.33;13.7;15.96;0.613;9.65;136;343.1
431150;Lavras do Sul;77.05;10.2;11.86;0.699;11.69;211;559.67
431160;Liberato Salzano;73.59;14.7;17.2;0.685;10.43;218;551.91
431162;Lindolfo Collor;75.5;12.1;14.11;0.712;4.8;32;672.81
431164;Linha Nova;75.73;11.8;13.76;0.749;15.27;0;857.79
431170;Machadinho;73.39;15;17.55;0.692;11.83;157;669.6
431173;Mampituba;73.8;14.4;16.84;0.649;8.29;50;456.27
431175;Manoel Viana;70.96;19;22.11;0.655;10.55;202;570.72
431177;Maquiné;77.77;9.3;10.9;0.682;11.66;80;604.04
431179;Maratá;76.74;10.5;12.3;0.697;14.72;8;745.31
431180;Marau;76.44;11.6;13.64;0.774;6.89;138;980.92
431190;Marcelino Ramos;75.03;12.7;14.84;0.724;13.99;113;777.41
431198;Mariana Pimentel;76.94;10.3;12.02;0.701;12.53;70;628.63
431200;Mariano Moro;75.55;12.8;15.01;0.73;11.95;20;925.46
431205;Marques de Souza;75.94;11.5;13.46;0.687;16.22;70;817.11
431210;Mata;73.39;15;17.54;0.656;13.56;236;484.75
431213;Mato Castelhano;75.34;13.1;15.34;0.727;10.65;39;862.71
431215;Mato Leitão;76.16;11.2;13.13;0.746;10.76;44;708.43
431217;Mato Queimado;77.22;10;11.64;0.717;15.62;74;629.4
431220;Maximiliano de Almeida;74.48;13.5;15.72;0.699;13.13;119;620.58
431225;Minas do Leão;74.55;13.4;15.6;0.681;8.52;254;815.23
431230;Miraguaí;75.21;13.3;15.55;0.725;11.33;164;820.8
431235;Montauri;76.11;11.3;13.21;0.764;14.2;0;1091.01
431237;Monte Alegre dos Campos;74.29;13.7;16.03;0.65;7.99;88;508.71
431238;Monte Belo do Sul;76.13;11.3;13.17;0.752;16.55;17;861.81
431240;Montenegro;76.94;11;12.89;0.755;8.32;968;914.23
431244;Morrinhos do Sul;75.51;12.1;14.09;0.711;11.6;20;705.78
431245;Morro Redondo;76.84;10.4;12.16;0.702;14.39;140;701.43
431247;Morro Reuter;76.5;11.6;13.54;0.743;9.65;51;767.55
431250;Mostardas;75.94;11.5;13.45;0.664;10.46;368;627.16
431261;Muitos Capões;77.39;9.8;11.41;0.702;8.5;56;666.24
